rank,search_url,url,title,source_listing_id,listing_type,matches_query
2,https://sacramento.craigslist.org/search/cta?query=lexus+is350&sort=rel&min_price=20000,https://sacramento.craigslist.org/ctd/d/sacramento-2020-lexus-is350-sport-we/7916548436.html,2020 Lexus IS350 F Sport \*WE FINANCE\*,7916548436,ctd,True
2,https://sfbay.craigslist.org/search/cta?query=lexus+is350&sort=rel&min_price=9000&max_price=15000,https://sfbay.craigslist.org/nby/cto/d/petaluma-lexus-is350-sport-for-sale/7914064486.html,Lexus IS350 F Sport for Sale,7914064486,cto,True
2,https://sfbay.craigslist.org/search/cta?query=lexus+is350&sort=rel&min_price=15000&max_price=25000,https://sfbay.craigslist.org/sby/cto/d/cupertino-2010-lexus-is350-convertible/7917794238.html,2010 Lexus IS350 convertible - only 75.000 miles,7917794238,cto,True
2,https://stockton.craigslist.org/search/cta?query=lexus+is350&sort=rel&min_price=15000,https://stockton.craigslist.org/ctd/d/sacramento-2020-lexus-is350-sport-we/7916298771.html,2020 Lexus IS350 F Sport \*WE FINANCE\*,7916298771,ctd,True
3,https://sfbay.craigslist.org/search/cta?query=lexus+is350&sort=rel&min_price=15000&max_price=25000,https://sfbay.craigslist.org/sfc/ctd/d/sacramento-2020-lexus-is350-sport-we/7916548425.html,2020 Lexus IS350 F Sport \*WE FINANCE\*,7916548425,ctd,True
